,Unnamed: 0,prop_name,completion_year,rent,rent_type,region,district,property_type,rooms,parking,bathroom,size,furnished_rate,facilities_rate,count
15508,15508,Suria Permai,,950,room,Selangor,Seri Kembangan,Apartment,1,1.0,1.0,450.0,1.0,14.0,44.0
15509,15509,Pangsapuri Seri Perantau,,760,house,Selangor,Port Klang,Apartment,3,,2.0,600.0,0.0,,1.0
15510,15510,Seri Jati Apartment (Shah Alam),,1100,house,Selangor,Shah Alam,Apartment,3,2.0,2.0,815.0,0.0,8.0,24.0
15511,15511,Seri Jati Apartment (Shah Alam),,1100,house,Selangor,Shah Alam,Apartment,3,2.0,2.0,813.0,0.0,5.0,24.0
15512,15512,Pelangi,,1300,house,Selangor,Kajang,Condominium,3,2.0,2.0,1000.0,1.0,6.0,6.0
15513,15513,Myra Putra,,1300,house,Selangor,Kajang,Apartment,3,2.0,2.0,920.0,1.0,4.0,5.0
15514,15514,Myra Putra,,1300,house,Selangor,Kajang,Apartment,3,2.0,2.0,920.0,1.0,4.0,5.0
15515,15515,Residensi Laguna (Belvedere Service Apt),2007.0,2000,house,Selangor,Bandar Sunway,Service Residence,3,1.0,2.0,949.0,2.0,11.0,15.0
15516,15516,Green Residence @ Cheras 9th Mile,2017.0,2300,house,Selangor,Cheras,Condominium,3,2.0,2.0,1127.0,2.0,,5.0
15517,15517,Residensi Zamrud @ Kajang,2019.0,1300,house,Selangor,Kajang,Condominium,3,2.0,2.0,1023.0,2.0,6.0,27.0
15518,15518,Pangsapuri Ria (Kajang),,950,house,Selangor,Kajang,Condominium,3,,2.0,900.0,1.0,6.0,3.0
15519,15519,The Parque Residences @ Eco Sanctuary,2018.0,3600,house,Selangor,Kota Kemuning,Condominium,3,,2.0,1388.0,2.0,10.0,39.0
15520,15520,Savanna Executive Suites,,1100,house,Selangor,Bangi,Service Residence,3,2.0,2.0,1000.0,0.0,7.0,27.0
15521,15521,Pangsapuri Damai Mewah B,,850,house,Selangor,Kajang,Apartment,3,,2.0,957.0,1.0,3.0,8.0
15522,15522,D' Camellia,,1000,house,Selangor,Semenyih,Apartment,3,2.0,2.0,900.0,1.0,6.0,18.0
15523,15523,PJ Midtown,2019.0,3000,house,Selangor,Petaling Jaya,Service Residence,2,2.0,2.0,915.0,2.0,14.0,3.0
15524,15524,YOU Vista @ YOU City Cheras,2016.0,1600,house,Selangor,Cheras,Service Residence,3,,2.0,1313.0,1.0,,20.0
15525,15525,Maple Residence (Klang),,2200,house,Selangor,Klang,Condominium,3,,2.0,1256.0,2.0,12.0,38.0
15526,15526,The Parque Residences @ Eco Sanctuary,2018.0,3600,house,Selangor,Kota Kemuning,Condominium,3,,2.0,1388.0,2.0,10.0,39.0
15527,15527,Empire Damansara,2013.0,1250,room,Selangor,Damansara Perdana,Service Residence,1,,2.0,700.0,2.0,14.0,22.0
15528,15528,Kemuning Aman,2010.0,950,house,Selangor,Shah Alam,Apartment,3,2.0,2.0,732.0,0.0,4.0,18.0
15529,15529,D'Cassia Apartment,2019.0,750,house,Selangor,Semenyih,Apartment,3,2.0,2.0,798.0,0.0,9.0,20.0
15530,15530,,,1500,house,Selangor,Cyberjaya,Condominium,3,2.0,2.0,1000.0,2.0,10.0,
15531,15531,Casa Tropicana,2008.0,3500,house,Selangor,Petaling Jaya,Condominium,4,2.0,2.0,1479.0,2.0,9.0,10.0
15532,15532,Casa Indah 1,,3000,house,Selangor,Petaling Jaya,Condominium,4,1.0,2.0,1450.0,2.0,9.0,2.0
15533,15533,i-Soho @ i-City,2017.0,1000,room,Selangor,Shah Alam,Studio,1,1.0,1.0,500.0,1.0,12.0,18.0
15534,15534,D'Camellia @ Setia Ecohill,2019.0,900,house,Selangor,Kajang,Condominium,3,2.0,2.0,860.0,1.0,9.0,12.0
15535,15535,Alanis @ Warisan Puteri,2022.0,1400,house,Selangor,Sepang,Condominium,3,2.0,2.0,807.0,1.0,10.0,9.0
15536,15536,Pangsapuri Palma (Bandar Botanic),2015.0,800,house,Selangor,Klang,Apartment,3,,2.0,650.0,1.0,2.0,2.0
15537,15537,Angsana Apartment (Batu Caves),2009.0,1250,house,Selangor,Batu Caves,Apartment,3,1.0,2.0,900.0,1.0,11.0,3.0
15538,15538,Koi Legian,2015.0,1450,house,Selangor,Puchong,Condominium,4,1.0,3.0,1262.0,2.0,11.0,3.0
15539,15539,Apartment jasmin,,800,house,Selangor,Puncak Alam,Apartment,3,1.0,2.0,700.0,0.0,2.0,2.0
15540,15540,Residensi Suasana @ Damai,2019.0,2900,house,Selangor,Damansara Damai,Condominium,3,2.0,2.0,1451.0,2.0,9.0,13.0
15541,15541,D'Cassia Apartment,2019.0,1100,house,Selangor,Semenyih,Apartment,3,1.0,2.0,850.0,2.0,9.0,20.0
15542,15542,Liberty Arc @ Ampang Ukay,,1400,room,Selangor,Ampang,Condominium,1,1.0,1.0,450.0,2.0,7.0,40.0
15543,15543,Suria Kinrara,2010.0,900,house,Selangor,Bandar Kinrara,Service Residence,3,1.0,2.0,712.0,0.0,6.0,6.0
15544,15544,Solstice @ Pan'gaea,2016.0,1200,room,Selangor,Cyberjaya,Condominium,1,1.0,1.0,450.0,2.0,,31.0
15545,15545,Solstice @ Pangaea,,1200,room,Selangor,Cyberjaya,Service Residence,1,1.0,1.0,450.0,2.0,,1.0
15546,15546,Rista Villa Apartment,,600,house,Selangor,Puchong,Apartment,3,,1.0,600.0,0.0,3.0,14.0
15547,15547,D'Cerrum Apartment,2019.0,850,house,Selangor,Semenyih,Apartment,3,2.0,2.0,950.0,1.0,9.0,14.0
15548,15548,Pangsapuri Cemara (Seri Kembangan),,800,house,Selangor,Seri Kembangan,Apartment,3,1.0,2.0,912.0,0.0,14.0,1.0
15549,15549,Bandar Damai Perdana Apartment,,850,house,Selangor,Cheras,Apartment,3,,2.0,650.0,2.0,,5.0
15550,15550,Aster Residence Cheras,2021.0,2500,house,Selangor,360,Condominium,3,2.0,2.0,810.0,1.0,7.0,70.0
15551,15551,Impiria Residensi Bukit Tinggi Klang,2018.0,3300,house,Selangor,Klang,Service Residence,4,2.0,3.0,1312.0,2.0,9.0,53.0
15552,15552,Lestari Perdana Apartment,,700,house,Selangor,Seri Kembangan,Apartment,3,,1.0,621.0,1.0,,20.0
15553,15553,Lestari Perdana Apartment,,700,house,Selangor,Seri Kembangan,Apartment,3,,1.0,722.0,1.0,,20.0
15554,15554,Lestari Perdana Apartment,,700,house,Selangor,Seri Kembangan,Apartment,3,,1.0,621.0,1.0,,20.0
15555,15555,D'Sara Sentral Serviced Residence,2018.0,2000,house,Selangor,Sungai Buloh,Service Residence,3,1.0,2.0,1108.0,0.0,14.0,18.0
15556,15556,The Olive,2020.0,1400,house,Selangor,Sepang,Condominium,3,2.0,2.0,818.0,2.0,6.0,85.0
15557,15557,Sentral Residences @ Kajang,2015.0,1700,house,Selangor,Kajang,Service Residence,3,,2.0,1000.0,2.0,10.0,4.0
15558,15558,City of Green Condominium,2016.0,1000,room,Selangor,Seri Kembangan,Service Residence,1,1.0,1.0,650.0,1.0,4.0,30.0
15559,15559,Bukit Sungai Long 2,,800,house,Selangor,Kajang,Apartment,3,2.0,2.0,780.0,1.0,2.0,2.0
15560,15560,Taman Sentosa,,400,house,Selangor,Klang,Apartment,2,1.0,1.0,750.0,0.0,,5.0
15561,15561,Residensi Aman,2020.0,1200,house,Selangor,Semenyih,Condominium,3,1.0,3.0,1050.0,0.0,9.0,12.0
15562,15562,Putra Intan Kondominium,2010.0,1000,house,Selangor,Dengkil,Condominium,3,1.0,2.0,1050.0,0.0,7.0,3.0
15563,15563,Casa Subang,2005.0,1600,house,Selangor,Subang Jaya,Service Residence,4,,3.0,1065.0,1.0,8.0,12.0
15564,15564,Evergreen Park Scot Pine,1999.0,1200,house,Selangor,Kajang,Condominium,3,1.0,2.0,1150.0,1.0,,6.0
15565,15565,Fortune Heights Apartment A7,,850,house,Selangor,Ampang,Apartment,3,1.0,2.0,858.0,0.0,2.0,2.0
15566,15566,,,750,house,Selangor,Semenyih,Apartment,3,,2.0,893.0,1.0,,
15567,15567,Bandar Bukit Puchong,,830,house,Selangor,Alam Impian,Flat,3,2.0,2.0,650.0,0.0,2.0,2.0
15568,15568,Seri Tanjung,,600,house,Selangor,Bangi,Apartment,3,,2.0,750.0,0.0,,2.0
15569,15569,Amara Service Residences,2014.0,1199,house,Selangor,Batu Caves,Service Residence,3,2.0,2.0,1011.0,0.0,10.0,63.0
15570,15570,City of Green Condominium,2016.0,1350,house,Selangor,Seri Kembangan,Service Residence,3,2.0,2.0,1065.0,1.0,6.0,30.0
15571,15571,Pangsapuri Dahlia Court,,1100,house,Selangor,Ampang,Apartment,3,,2.0,861.0,0.0,3.0,4.0
15572,15572,Seri Warisan,,1200,house,Selangor,Sepang,Apartment,3,,2.0,900.0,2.0,,9.0
15573,15573,Intana Ria,,1000,house,Selangor,Bangi,Apartment,3,1.0,2.0,850.0,1.0,5.0,6.0
15574,15574,Simfoni 1,2016.0,1300,house,Selangor,Semenyih,Condominium,3,,2.0,990.0,1.0,11.0,20.0
15575,15575,Mahkota Garden Residence Condominium,,1650,house,Selangor,Bandar Mahkota Cheras,Condominium,4,2.0,3.0,1396.0,2.0,14.0,44.0
15576,15576,Pangsapuri Seruling,,1200,house,Selangor,Bandar Bukit Raja,Apartment,3,2.0,2.0,1000.0,1.0,5.0,9.0
15577,15577,Vesta View Apartment @ Taman Putra Impian,2019.0,1100,house,Selangor,Kajang,Apartment,3,2.0,3.0,1044.0,0.0,6.0,2.0
15578,15578,Residensi Permai,2020.0,1600,house,Selangor,Kajang,Condominium,3,2.0,2.0,860.0,2.0,9.0,14.0
15579,15579,Desa Mutiara,,1200,house,Selangor,Mutiara Damansara,Apartment,3,1.0,2.0,660.0,1.0,3.0,2.0
15580,15580,Selayang Point,2008.0,1600,house,Selangor,Selayang,Condominium,3,1.0,2.0,1011.0,1.0,9.0,25.0
15581,15581,Rista Villa Apartment,,900,house,Selangor,Puchong,Apartment,3,2.0,1.0,606.0,2.0,3.0,14.0
15582,15582,D' Camellia,,900,house,Selangor,Semenyih,Apartment,3,2.0,2.0,860.0,0.0,8.0,18.0
15583,15583,Flora Damansara,2015.0,800,house,Selangor,Damansara Perdana,Condominium,3,1.0,2.0,850.0,1.0,,34.0
15584,15584,Desaminium Rimba,2005.0,1150,house,Selangor,Seri Kembangan,Condominium,5,1.0,3.0,1100.0,1.0,5.0,8.0
15585,15585,Seri Mutiara Apartment @ Setia Alam,2015.0,1000,house,Selangor,Setia Alam,Apartment,3,2.0,2.0,939.0,0.0,,23.0
15586,15586,Equine Residence,2021.0,3000,house,Selangor,Seri Kembangan,Service Residence,4,2.0,2.0,1500.0,2.0,7.0,20.0
15587,15587,,,1100,room,Selangor,Petaling Jaya,Condominium,1,2.0,1.0,466.0,2.0,4.0,
15588,15588,,,4800,house,Selangor,Petaling Jaya,Condominium,4,2.0,3.0,2700.0,2.0,11.0,
15589,15589,Amara Service Residences,2014.0,1200,house,Selangor,Batu Caves,Service Residence,3,2.0,2.0,1052.0,1.0,10.0,63.0
15590,15590,Masreca n19eteen (Masreca-19),,1600,house,Selangor,Cyberjaya,Apartment,3,2.0,2.0,850.0,2.0,6.0,13.0
15591,15591,Kiara Plaza,2017.0,740,room,Selangor,Semenyih,Studio,1,1.0,1.0,477.0,0.0,9.0,2.0
15592,15592,"Saville @ D'Lake, Puchong",,1450,house,Selangor,Puchong,Condominium,4,,2.0,1130.0,1.0,,4.0
15593,15593,Banjaria Court,2010.0,1250,house,Selangor,Batu Caves,Condominium,3,,2.0,998.0,1.0,8.0,13.0
15594,15594,Apartment Lestari (Damansara Damai),,650,house,Selangor,Damansara Damai,Apartment,3,,2.0,650.0,1.0,3.0,14.0
15595,15595,saujana apartment,,950,house,Selangor,Damansara Damai,Apartment,3,1.0,2.0,800.0,0.0,6.0,37.0
15596,15596,Geo@Bukit Rimau,2020.0,2000,house,Selangor,Shah Alam,Condominium,4,2.0,3.0,1065.0,1.0,14.0,6.0
15597,15597,Ameera Residence,,950,house,Selangor,Kajang,Condominium,3,2.0,2.0,1250.0,1.0,14.0,33.0
15598,15598,Residensi Zamrud,,700,house,Selangor,Kajang,Condominium,3,2.0,2.0,1023.0,1.0,14.0,29.0
15599,15599,Pangsapuri Sri Nervillia,,1300,house,Selangor,Shah Alam,Apartment,3,,1.0,653.0,0.0,1.0,3.0
15600,15600,Residensi Idaman Abadi Fasa 1&2,,800,house,Selangor,Kajang,Condominium,3,2.0,2.0,1022.0,1.0,14.0,44.0
15601,15601,Akasia Apartment (Puchong),,1400,house,Selangor,Puchong,Apartment,3,1.0,2.0,818.0,1.0,2.0,9.0
15602,15602,Pangsapuri Seroja (Puchong Indah),,700,house,Selangor,Puchong,Apartment,3,1.0,2.0,800.0,1.0,3.0,3.0
15603,15603,7 Tree Seven Residence,2016.0,900,house,Selangor,Bandar Sungai Long,Condominium,4,2.0,3.0,1233.0,1.0,14.0,7.0
15604,15604,Garden Park,2001.0,850,house,Selangor,Kajang,Condominium,3,1.0,2.0,883.0,0.0,7.0,12.0
15605,15605,Main Place Residence,2014.0,1500,house,Selangor,USJ,Service Residence,2,,1.0,650.0,1.0,8.0,19.0
15606,15606,,,1000,house,Selangor,Cheras,Condominium,3,2.0,2.0,1266.0,1.0,14.0,
15607,15607,Gravit8,2018.0,2000,house,Selangor,Port Klang,Condominium,2,,2.0,780.0,2.0,,6.0
15608,15608,Mahkota Garden Residence Condominium,,1600,house,Selangor,Bandar Mahkota Cheras,Condominium,4,2.0,2.0,1396.0,2.0,14.0,44.0
15609,15609,Setia City Residences,2020.0,2600,house,Selangor,Setia Alam,Condominium,3,2.0,2.0,958.0,1.0,12.0,7.0
15610,15610,Ten Kinrara,,2400,house,Selangor,Bandar Kinrara,Service Residence,2,2.0,2.0,860.0,2.0,9.0,11.0
15611,15611,Citadines DPulze Cyberjaya,,1199,room,Selangor,Cyberjaya,Condominium,1,1.0,1.0,500.0,2.0,14.0,6.0
15612,15612,Legendview Rawang Condominium,2019.0,1200,house,Selangor,Rawang,Condominium,3,2.0,2.0,830.0,0.0,7.0,3.0
15613,15613,Ameera Residence,,950,house,Selangor,Kajang,Condominium,3,2.0,2.0,1250.0,1.0,13.0,33.0
15614,15614,Residensi Bukit Palma 2 (Palm Hill Residence 2),,1500,house,Selangor,Kajang,Condominium,3,2.0,2.0,1055.0,2.0,10.0,5.0
15615,15615,Residensi Bukit Palma 2 (Palm Hill Residence 2),,1300,house,Selangor,Kajang,Condominium,3,2.0,3.0,1000.0,2.0,10.0,5.0
15616,15616,The Olive,2020.0,1200,house,Selangor,Sepang,Condominium,3,2.0,2.0,818.0,0.0,9.0,85.0
15617,15617,Horizon Suites,2022.0,1300,house,Selangor,Dengkil,Service Residence,2,1.0,1.0,478.0,2.0,12.0,49.0
15618,15618,O2 Residence @ Puchong South,2015.0,1500,house,Selangor,Seri Kembangan,Condominium,2,2.0,2.0,1250.0,2.0,,11.0
15619,15619,Galleria (Seri Kembangan),2016.0,1200,house,Selangor,Seri Kembangan,Service Residence,2,1.0,1.0,500.0,2.0,7.0,2.0
15620,15620,Venice Hill,2000.0,900,house,Selangor,Cheras,Condominium,3,1.0,3.0,1600.0,1.0,7.0,16.0
15621,15621,Ukay Perdana,,1000,house,Selangor,Ampang,Apartment,3,,2.0,800.0,0.0,2.0,13.0
15622,15622,Alanis @ Warisan Puteri,2022.0,1400,house,Selangor,Sepang,Service Residence,2,1.0,1.0,807.0,1.0,9.0,42.0
15623,15623,LakeFront Residence,,2500,house,Selangor,Cyberjaya,Condominium,3,2.0,2.0,1390.0,2.0,,33.0
15624,15624,Harmoni @ Eco Majestic,2019.0,1100,house,Selangor,Semenyih,Apartment,3,2.0,2.0,900.0,2.0,8.0,26.0
15625,15625,saujana apartment,,800,house,Selangor,Damansara Damai,Apartment,3,1.0,2.0,800.0,0.0,4.0,37.0
15626,15626,ATWATER @ Petaling Jaya,2022.0,3700,house,Selangor,Petaling Jaya,Service Residence,3,3.0,2.0,1205.0,1.0,10.0,4.0
15627,15627,Sunway Gandaria Residences,2020.0,2800,house,Selangor,Bangi,Service Residence,3,2.0,2.0,950.0,1.0,,2.0
15628,15628,Bell Suites,,700,room,Selangor,Sepang,Condominium,1,1.0,1.0,450.0,0.0,10.0,31.0
15629,15629,Rumah Pangsa Sri Muhibbah,,500,house,Selangor,Kajang,Flat,3,,1.0,570.0,0.0,,4.0
15630,15630,Lake Vista Residence,2014.0,1800,house,Selangor,Cheras,Condominium,2,,3.0,1162.0,1.0,,3.0
15631,15631,Koi Prima,,1200,house,Selangor,Puchong,Condominium,3,2.0,2.0,1098.0,1.0,8.0,26.0
15632,15632,Taman Cheras Awana Apartment,,500,house,Selangor,Cheras,Apartment,2,,1.0,517.0,0.0,,4.0
15633,15633,Juta Mines,2005.0,850,house,Selangor,Seri Kembangan,Condominium,3,1.0,2.0,901.0,1.0,10.0,21.0
15634,15634,Core Soho Suite,,1150,room,Selangor,Sepang,Apartment,1,,1.0,450.0,2.0,8.0,7.0
15635,15635,Mutiara Ville @ Cyberjaya,2013.0,1800,house,Selangor,Cyberjaya,Condominium,3,2.0,2.0,1000.0,1.0,12.0,72.0
15636,15636,Idaman Residensi Selangorku,,1200,house,Selangor,Cyberjaya,Apartment,3,2.0,2.0,1000.0,1.0,4.0,25.0
15637,15637,LakeFront Residence,,2000,house,Selangor,Cyberjaya,Condominium,3,2.0,2.0,1000.0,1.0,,33.0
15638,15638,Centrus SoHo 1 @ Cyberjaya,2015.0,2200,house,Selangor,Cyberjaya,Condominium,2,2.0,2.0,795.0,2.0,12.0,23.0
15639,15639,Residensi Aman,2020.0,850,house,Selangor,Semenyih,Condominium,3,,2.0,850.0,1.0,,12.0
15640,15640,Flat Puchong Permai,,800,house,Selangor,Puchong,Flat,3,,1.0,650.0,0.0,4.0,5.0
15641,15641,Centrus SoHo 1 @ Cyberjaya,2015.0,850,room,Selangor,Cyberjaya,Condominium,1,1.0,1.0,650.0,0.0,8.0,23.0
15642,15642,Astoria Ampang,2020.0,3000,house,Selangor,Ampang,Service Residence,2,1.0,1.0,650.0,2.0,10.0,19.0
15643,15643,Ascotte Boulevard,2017.0,800,house,Selangor,Semenyih,Service Residence,3,,2.0,900.0,0.0,,16.0
15644,15644,Meru Courts,,900,house,Selangor,Kapar,Apartment,3,,2.0,850.0,0.0,4.0,4.0
15645,15645,Amani Residences,,2100,house,Selangor,389,Service Residence,3,2.0,2.0,1000.0,2.0,7.0,12.0
15646,15646,Tropicana Aman 1 Ã¢ÂÂ Tropicana Urban Homes,2020.0,1600,house,Selangor,Kuala Langat,Condominium,3,2.0,2.0,1000.0,2.0,9.0,29.0
15647,15647,Palm Garden Apartment,,1250,house,Selangor,Shah Alam,Apartment,3,1.0,2.0,1044.0,0.0,9.0,9.0
15648,15648,Ridzuan Condominium,1999.0,1700,house,Selangor,Bandar Sunway,Condominium,3,1.0,2.0,1468.0,2.0,12.0,32.0
15649,15649,B11 Parkland Residence,,1600,room,Selangor,Cheras,Service Residence,1,1.0,1.0,551.0,2.0,14.0,58.0
15650,15650,University Tower,,2200,house,Selangor,Petaling Jaya,Condominium,2,1.0,2.0,1206.0,2.0,9.0,9.0
15651,15651,,,1000,house,Selangor,Klang,Condominium,3,1.0,3.0,1400.0,0.0,10.0,
15652,15652,,,1200,house,Selangor,Klang,Condominium,3,,2.0,1170.0,0.0,9.0,
15653,15653,Sky Awani Residensi 2,,1850,house,Selangor,Batu Caves,Condominium,3,,2.0,800.0,2.0,9.0,9.0
15654,15654,The Trees Damansara,2020.0,2800,house,Selangor,Damansara Perdana,Condominium,3,2.0,2.0,1052.0,2.0,10.0,35.0
15655,15655,Sri Ros Apartment,,549,house,Selangor,Kajang,Apartment,3,,2.0,854.0,0.0,3.0,1.0
15656,15656,Liberty Arc @ Ampang Ukay,,1000,room,Selangor,Ampang,Condominium,1,1.0,1.0,450.0,2.0,,40.0
15657,15657,Lakefront Homes @ Cyberjaya,2021.0,1500,house,Selangor,Cyberjaya,Condominium,3,,2.0,850.0,1.0,9.0,104.0
15658,15658,De Centrum Residences,2016.0,1200,house,Selangor,Kajang,Service Residence,2,1.0,1.0,690.0,2.0,11.0,12.0
15659,15659,Rampai Idaman,,300,house,Selangor,Damansara Damai,Flat,4,,2.0,650.0,0.0,,4.0
15660,15660,Mutiara Ville @ Cyberjaya,2013.0,1300,house,Selangor,Cyberjaya,Condominium,3,2.0,2.0,935.0,1.0,8.0,72.0
15661,15661,Kinrara Court,,1100,house,Selangor,Puchong,Apartment,3,,2.0,950.0,2.0,1.0,1.0
15662,15662,Pangsapuri Kiambang (Taman Bukit Subang),,900,house,Selangor,Shah Alam,Apartment,3,1.0,2.0,750.0,1.0,2.0,5.0
15663,15663,The Greens (Residensi Hijauan) @ Subang West,2018.0,1800,house,Selangor,Shah Alam,Condominium,3,2.0,2.0,915.0,2.0,9.0,18.0
15664,15664,Menara Geno,2015.0,1050,room,Selangor,Subang Jaya,Apartment,1,1.0,1.0,500.0,1.0,6.0,14.0
15665,15665,"Lakeview Residence, Cyberjaya",,1700,house,Selangor,Cyberjaya,Condominium,3,2.0,2.0,978.0,2.0,14.0,1.0
15666,15666,Tamarind Suites @ Cyberjaya,2016.0,850,room,Selangor,Cyberjaya,Condominium,1,1.0,1.0,450.0,1.0,14.0,3.0
15667,15667,Hijauan Saujana,2015.0,2500,house,Selangor,Shah Alam,Condominium,3,2.0,2.0,1398.0,1.0,8.0,7.0
15668,15668,Canopy Hills,2022.0,1300,house,Selangor,Kajang,Condominium,2,1.0,1.0,590.0,2.0,7.0,69.0
15669,15669,Idaman Residensi Selangorku,,1099,house,Selangor,Cyberjaya,Apartment,3,2.0,2.0,1000.0,1.0,4.0,25.0
15670,15670,Rhythm Avenue USJ19,2008.0,1150,house,Selangor,Subang Jaya,Service Residence,3,,2.0,970.0,1.0,11.0,2.0
15671,15671,Canopy Hills,2022.0,1300,house,Selangor,Kajang,Condominium,2,1.0,1.0,590.0,1.0,7.0,69.0
15672,15672,Selayang 18,2017.0,1750,house,Selangor,Selayang,Service Residence,3,2.0,2.0,1263.0,1.0,9.0,5.0
15673,15673,,,900,house,Selangor,Semenyih,Apartment,3,2.0,3.0,900.0,0.0,8.0,
15674,15674,Subang Soho (One Soho),2011.0,1650,room,Selangor,Subang Jaya,Service Residence,1,1.0,1.0,732.0,2.0,8.0,18.0
15675,15675,The Academia @ South City Plaza,,1300,house,Selangor,Seri Kembangan,Service Residence,3,1.0,2.0,970.0,2.0,11.0,7.0
15676,15676,Pangsapuri Kemuning Aman,2014.0,930,house,Selangor,Shah Alam,Apartment,3,,2.0,736.0,0.0,10.0,8.0
15677,15677,Subang Soho (One Soho),2011.0,1650,room,Selangor,Subang Jaya,Service Residence,1,1.0,1.0,732.0,2.0,8.0,18.0
15678,15678,Flora Damansara,2015.0,750,house,Selangor,Damansara Perdana,Apartment,3,,2.0,750.0,1.0,5.0,17.0
15679,15679,AraTre' Residences,2022.0,2600,house,Selangor,Petaling Jaya,Service Residence,2,,2.0,818.0,2.0,6.0,19.0
15680,15680,3 Elements,,1200,house,Selangor,Seri Kembangan,Service Residence,2,1.0,2.0,752.0,1.0,6.0,19.0
15681,15681,Apartment Idaman,,700,house,Selangor,Petaling Jaya,Apartment,3,,2.0,650.0,1.0,,6.0
15682,15682,Liberty Arc @ Ampang Ukay,,1500,room,Selangor,Ampang,Condominium,1,1.0,1.0,450.0,2.0,14.0,40.0
15683,15683,Taman Bukit Kenangan,,680,house,Selangor,Kajang,Flat,3,1.0,2.0,680.0,0.0,1.0,2.0
15684,15684,Lakefront Homes @ Cyberjaya,2021.0,1500,house,Selangor,Cyberjaya,Condominium,3,2.0,2.0,1010.0,1.0,9.0,104.0
15685,15685,Casa Subang,2005.0,1399,house,Selangor,Subang Jaya,Service Residence,4,,2.0,1089.0,2.0,8.0,12.0
15686,15686,The Greens (Residensi Hijauan) @ Subang West,2018.0,1600,house,Selangor,Shah Alam,Condominium,3,2.0,2.0,915.0,1.0,9.0,18.0
15687,15687,Traders Garden @ Cheras Selatan,2022.0,1600,house,Selangor,Cheras,Service Residence,4,2.0,2.0,859.0,1.0,10.0,23.0
15688,15688,Setia City Residences,2020.0,2800,house,Selangor,Setia Alam,Service Residence,2,,2.0,985.0,2.0,12.0,68.0
15689,15689,One Damansara,2013.0,1500,house,Selangor,Petaling Jaya,Condominium,3,2.0,2.0,1200.0,1.0,13.0,30.0
15690,15690,Suriamas,2004.0,2100,house,Selangor,Bandar Sunway,Condominium,4,2.0,2.0,1300.0,2.0,11.0,10.0
15691,15691,D' Latour,,3200,house,Selangor,Bandar Sunway,Condominium,3,2.0,2.0,968.0,2.0,7.0,2.0
15692,15692,Idaman Residensi Selangorku,,1300,house,Selangor,Cyberjaya,Apartment,3,2.0,2.0,1000.0,1.0,9.0,25.0
15693,15693,Taman Cahaya,,750,house,Selangor,Ampang,Flat,3,,1.0,650.0,0.0,1.0,3.0
15694,15694,The Zizz,2019.0,1600,house,Selangor,Damansara Damai,Service Residence,4,2.0,2.0,1228.0,1.0,11.0,42.0
15695,15695,Residensi Bistaria,2013.0,1300,house,Selangor,Ampang,Condominium,3,1.0,2.0,850.0,1.0,7.0,8.0
15696,15696,Lakefront Homes @ Cyberjaya,2021.0,1799,house,Selangor,Cyberjaya,Condominium,3,2.0,2.0,1010.0,1.0,14.0,104.0
15697,15697,Arte Plus Jalan Ampang,2018.0,1800,house,Selangor,639,Service Residence,2,1.0,2.0,800.0,2.0,4.0,48.0
15698,15698,3 Residen,2010.0,2800,house,Selangor,Ulu Klang,Condominium,3,2.0,2.0,851.0,2.0,7.0,33.0
15699,15699,Equine Residence,2021.0,1500,room,Selangor,Seri Kembangan,Service Residence,1,1.0,1.0,460.0,2.0,10.0,20.0
15700,15700,Galleria Equine Park,2016.0,900,room,Selangor,Seri Kembangan,Service Residence,1,1.0,1.0,450.0,1.0,7.0,23.0
15701,15701,3 Residen,2010.0,4500,house,Selangor,Ulu Klang,Condominium,3,2.0,2.0,1157.0,2.0,7.0,33.0
15702,15702,Pangsapuri Sri Angkasa,,1500,house,Selangor,Shah Alam,Apartment,3,2.0,2.0,944.0,2.0,3.0,13.0
15703,15703,The Parque Residences @ Eco Sanctuary,2018.0,2800,house,Selangor,Kota Kemuning,Condominium,2,2.0,2.0,925.0,2.0,10.0,39.0
15704,15704,Suri Puteri Serviced Apartment,,2000,house,Selangor,Shah Alam,Service Residence,3,2.0,2.0,1100.0,1.0,8.0,5.0
15705,15705,Vista Indah,,1100,house,Selangor,Klang,Apartment,3,,2.0,1100.0,1.0,6.0,2.0
15706,15706,The Zest @ Kinrara 9,2012.0,1800,house,Selangor,Puchong,Condominium,3,2.0,2.0,1119.0,2.0,8.0,14.0
15707,15707,Pangsapuri Inai,,900,house,Selangor,Ampang,Flat,3,,1.0,650.0,1.0,3.0,1.0
15708,15708,Rhythm Avenue USJ19,2008.0,1600,house,Selangor,Subang Jaya,Apartment,2,1.0,2.0,789.0,1.0,10.0,16.0
15709,15709,Teratai Apartment (Taman Bunga Raya),,350,house,Selangor,Rawang,Apartment,3,,2.0,650.0,0.0,,4.0
15710,15710,Casa Subang,2005.0,1700,house,Selangor,Subang Jaya,Service Residence,4,1.0,3.0,1065.0,2.0,8.0,12.0
15711,15711,,,1000,room,Selangor,Selayang,Service Residence,1,,1.0,612.0,1.0,9.0,
15712,15712,Seri Kasturi (Setia Alam),2015.0,1500,house,Selangor,Setia Alam,Apartment,3,2.0,2.0,950.0,1.0,7.0,19.0
15713,15713,Sentrovue,2018.0,1199,house,Selangor,Puncak Alam,Service Residence,3,1.0,2.0,842.0,1.0,7.0,20.0
