,prop_name,rent,rent_type,region,district,property_type,rooms,parking,bathroom,size,furnished_rate,facilities_rate
18311,,2200,house,Selangor,Ampang,Condominium,3,2.0,2.0,1321,2,5.0
18312,Pangsapuri Rakyat (Serendah),550,house,Selangor,Serendah,Flat,3,,1.0,700,0,3.0
18313,Angsana Apartment (Batu Caves),1300,house,Selangor,Batu Caves,Apartment,3,,2.0,890,1,10.0
18314,Emporis (Kota Damansara),1900,house,Selangor,Kota Damansara,Condominium,2,1.0,1.0,600,2,14.0
18315,Symphony Tower,1200,room,Selangor,Balakong,Service Residence,1,1.0,1.0,500,2,10.0
18316,Apartment Dahlia (Rawang),800,house,Selangor,Rawang,Apartment,3,,2.0,750,2,
18317,Amara Service Residences,1200,house,Selangor,Batu Caves,Service Residence,3,2.0,2.0,859,1,8.0
18318,Palm Spring @ Damansara,1500,house,Selangor,Kota Damansara,Condominium,3,1.0,2.0,1023,1,14.0
18319,Pelangi Damansara,1300,house,Selangor,Kota Damansara,Condominium,3,1.0,2.0,900,0,14.0
18320,Aster Residence Cheras,1400,house,Selangor,360,Condominium,2,1.0,2.0,650,1,8.0
18321,Taman Segar Perdana,800,house,Selangor,Cheras,Apartment,3,1.0,2.0,750,0,2.0
18322,La Thea Residences,1400,house,Selangor,Puchong,Condominium,2,2.0,2.0,787,2,5.0
18323,Casa Tropicana,3000,house,Selangor,Petaling Jaya,Condominium,3,2.0,2.0,1228,2,14.0
18324,Vina Versatile Homes @ Cheras,1700,house,Selangor,Cheras,Condominium,4,2.0,4.0,1550,1,4.0
18325,Palm Garden Apartment,1800,house,Selangor,Klang,Apartment,3,1.0,2.0,1044,2,8.0
18326,Casa Indah 2,2800,house,Selangor,Kota Damansara,Condominium,4,1.0,3.0,1444,2,11.0
18327,BSP Skypark Serviced Residence,1400,house,Selangor,Kuala Langat,Service Residence,3,2.0,2.0,1000,0,9.0
18328,Amara Service Residences,1300,house,Selangor,Batu Caves,Service Residence,3,2.0,2.0,1012,2,10.0
18329,Desa Impiana,1300,house,Selangor,Puchong,Apartment,3,1.0,2.0,1068,1,7.0
18330,Amani Residences,2000,house,Selangor,389,Service Residence,3,2.0,2.0,840,2,7.0
18331,BSP 21,1350,house,Selangor,Bandar Saujana Putra,Service Residence,3,2.0,2.0,1000,0,6.0
18332,B11 Parkland Residence,1900,house,Selangor,Cheras,Service Residence,3,2.0,2.0,875,2,8.0
18333,The Zest @ Kinrara 9,1500,house,Selangor,Puchong,Condominium,3,2.0,2.0,1191,1,
18334,Taman Wangsa,620,house,Selangor,Klang,Apartment,2,,1.0,850,2,
18335,Suria Rafflesia,1300,house,Selangor,Setia Alam,Apartment,3,2.0,2.0,700,2,9.0
18336,Livia Residences @ C180,1500,room,Selangor,Cheras,Service Residence,1,1.0,1.0,551,2,6.0
18337,Garden Plaza @ Garden Residence,900,room,Selangor,Cyberjaya,Service Residence,1,,1.0,450,2,3.0
18338,Sri Teratai Apartment,1200,house,Selangor,Puchong,Apartment,3,,2.0,800,2,14.0
18339,Tropika Apartment,999,house,Selangor,Klang,Apartment,3,,2.0,800,0,
18340,Symphony Tower,1700,house,Selangor,Balakong,Service Residence,3,2.0,2.0,1114,2,10.0
18341,Residensi Kajang Utama,1000,house,Selangor,Kajang,Apartment,3,2.0,2.0,1050,0,13.0
18342,B11 Parkland Residence,1500,room,Selangor,Cheras,Service Residence,1,2.0,1.0,550,2,7.0
18343,Residensi Zamrud,1000,house,Selangor,Kajang,Condominium,3,2.0,2.0,1023,0,6.0
18344,Pandan Mewah Heights Condominium,1300,house,Selangor,Cheras,Condominium,3,,2.0,965,1,9.0
18345,The Amber Residences,2400,house,Selangor,Kota Kemuning,Service Residence,2,,1.0,657,2,14.0
18346,Utropolis Urbano,1250,room,Selangor,Shah Alam,Studio,1,,1.0,370,2,8.0
18347,The Heron Residency,1200,room,Selangor,Puchong,Condominium,1,1.0,1.0,650,2,14.0
18348,saujana apartment,750,house,Selangor,Damansara Damai,Apartment,3,1.0,2.0,650,1,4.0
18349,Suria Residence @ Bandar Mahkota Cheras,1000,house,Selangor,Cheras,Apartment,3,2.0,2.0,1100,1,6.0
18350,Savanna Executive Suites,1800,house,Selangor,Bangi,Service Residence,3,2.0,2.0,955,2,10.0
18351,YOU Vista @ YOU City Cheras,1200,room,Selangor,Cheras,Condominium,1,,1.0,533,1,7.0
18352,The Wharf Residence,1200,room,Selangor,Puchong,Service Residence,1,1.0,1.0,560,2,7.0
18353,The Domain @ NeoCyber,900,room,Selangor,Cyberjaya,Studio,1,1.0,1.0,600,1,7.0
18354,Residensi Idaman Abadi Fasa 1&2,1500,house,Selangor,Kajang,Apartment,3,2.0,3.0,1200,1,7.0
18355,D'Cassia Apartment,850,house,Selangor,Semenyih,Apartment,3,2.0,2.0,950,0,9.0
18356,"Selangorku PR1MA Lakefront Homes , Cyberjaya",1250,house,Selangor,Sepang,Apartment,3,2.0,2.0,850,1,9.0
18357,H2O Residences,2650,house,Selangor,Ara Damansara,Service Residence,4,2.0,2.0,1008,1,12.0
18358,Ameera Residence,1200,house,Selangor,Kajang,Condominium,3,2.0,2.0,1270,1,8.0
18359,"Saville @ D'Lake, Puchong",1600,house,Selangor,Puchong,Condominium,4,,2.0,1130,1,8.0
18360,Residensi Suasana @ Damai,1900,house,Selangor,Damansara Damai,Condominium,3,2.0,2.0,1076,2,5.0
18361,The Zizz,1400,house,Selangor,Damansara Damai,Service Residence,3,2.0,2.0,745,1,1.0
18362,D'Palma,1100,house,Selangor,Puchong,Apartment,2,1.0,2.0,900,1,4.0
18363,Pacific Place,2000,house,Selangor,Ara Damansara,Service Residence,3,1.0,2.0,864,2,12.0
18364,La Thea Residences,1800,house,Selangor,Puchong,Condominium,2,2.0,2.0,787,2,13.0
18365,The Zizz,1600,house,Selangor,Damansara Damai,Service Residence,2,2.0,2.0,674,2,1.0
18366,Subang Soho (One Soho),1400,room,Selangor,Subang Jaya,Service Residence,1,2.0,1.0,900,1,5.0
18367,Residensi Suasana @ Damai,1600,house,Selangor,Damansara Damai,Condominium,3,2.0,2.0,1076,1,5.0
18368,Amani Residences,2300,house,Selangor,Puchong,Service Residence,3,2.0,2.0,818,2,7.0
18369,D'Camellia,1400,house,Selangor,Semenyih,Apartment,3,2.0,2.0,863,2,
18370,,1250,house,Selangor,Cyberjaya,Condominium,3,2.0,2.0,985,1,8.0
18371,saujana apartment,800,house,Selangor,Damansara Damai,Apartment,3,1.0,2.0,800,0,4.0
18372,Univ 360 Place,1100,house,Selangor,Seri Kembangan,Service Residence,3,2.0,2.0,723,1,7.0
18373,Desa Mentari,800,house,Selangor,Petaling Jaya,Apartment,3,,2.0,657,0,6.0
18374,Idaman Apartment,550,house,Selangor,Damansara Damai,Apartment,3,,2.0,650,0,
18375,Verde @ Ara Damansara,3500,house,Selangor,Ara Damansara,Service Residence,3,2.0,2.0,1500,2,9.0
18376,RYAN & MIHO,2600,house,Selangor,Petaling Jaya,Service Residence,3,,2.0,818,2,8.0
18377,Palm Garden @ Bandar Baru Klang,1300,house,Selangor,Klang,Apartment,3,1.0,2.0,1000,0,5.0
18378,Seroja Apartments,1000,house,Selangor,Puchong,Apartment,3,1.0,2.0,750,1,5.0
18379,The Zest @ Kinrara 9,2300,house,Selangor,Puchong,Condominium,3,2.0,2.0,1236,2,
18380,Bandar Pinggiran Subang Apartment,800,house,Selangor,Shah Alam,Apartment,3,1.0,1.0,780,1,1.0
18381,Pangsapuri Cheras Utama,800,house,Selangor,Cheras,Flat,3,,2.0,659,0,2.0
18382,Taman Sepakat Indah Apartment (P3),550,house,Selangor,Bangi,Apartment,3,4.0,2.0,720,0,4.0
18383,Apartment Mawar Bukit Angkat,700,house,Selangor,Kajang,Flat,3,,2.0,850,0,3.0
18384,Tropicana Aman 1 â Tropicana Urban Homes,1500,house,Selangor,Kuala Langat,Condominium,3,2.0,2.0,870,1,9.0
18385,Sunway Geo Residences,1580,room,Selangor,Bandar Sunway,Service Residence,1,,1.0,500,2,12.0
18386,Menara Mutiara,1600,house,Selangor,Ulu Klang,Condominium,3,,2.0,1157,0,6.0
18387,Seri Jati Apartment (Shah Alam),1100,house,Selangor,Shah Alam,Apartment,3,2.0,2.0,813,1,
18388,Tropicana Aman 1 â Tropicana Urban Homes,1500,house,Selangor,Kuala Langat,Condominium,3,2.0,2.0,870,1,9.0
18389,Akasia Apartment (Puchong),1100,house,Selangor,Puchong,Apartment,3,,2.0,818,1,5.0
18390,Aster Residence Cheras,2200,house,Selangor,360,Condominium,2,,2.0,650,2,8.0
18391,The Trees Damansara,1700,house,Selangor,Damansara Perdana,Condominium,3,2.0,2.0,1000,1,10.0
18392,Pangsapuri Puncak Saujana,1480,house,Selangor,Kajang,Apartment,3,,2.0,1001,2,7.0
18393,Pangsapuri Damai Residensi Bangi,1400,house,Selangor,Bangi,Service Residence,3,2.0,2.0,800,1,3.0
18394,Sri Teratai Apartment,1200,house,Selangor,Bandar Kinrara,Apartment,3,1.0,2.0,800,2,6.0
18395,Lagoon Perdana,1000,house,Selangor,Petaling Jaya,Apartment,3,1.0,2.0,1000,0,6.0
18396,Aster Residence Cheras,1800,house,Selangor,360,Condominium,2,1.0,2.0,650,1,10.0
18397,BSP 21,1800,house,Selangor,Bandar Saujana Putra,Service Residence,3,2.0,2.0,1048,2,12.0
18398,Apartment Permai (Damansara Damai),750,house,Selangor,Damansara Damai,Apartment,3,,2.0,650,1,5.0
18399,CyberSquare SOHO,1000,room,Selangor,Cyberjaya,Condominium,1,,1.0,452,2,
18400,Lakefront Homes @ Cyberjaya,2050,house,Selangor,Cyberjaya,Condominium,3,,2.0,1010,2,
18401,Lakefront Homes @ Cyberjaya,2000,house,Selangor,Cyberjaya,Condominium,3,,2.0,1010,2,
18402,CyberSquare SOHO,950,room,Selangor,Cyberjaya,Condominium,1,,1.0,452,2,
18403,LBS Skylake Residence,1500,house,Selangor,Puchong,Service Residence,3,2.0,2.0,883,1,9.0
18404,Metia Residence,2000,house,Selangor,Shah Alam,Service Residence,3,2.0,2.0,1365,2,8.0
18405,Impian Sentosa,730,house,Selangor,Klang,Apartment,3,,2.0,775,0,6.0
18406,Setia City Residences,2700,house,Selangor,Setia Alam,Service Residence,3,2.0,2.0,986,1,12.0
18407,Anggerik Villa 2 Apartment,750,house,Selangor,Semenyih,Apartment,3,1.0,2.0,1050,0,4.0
18408,Aman 1,1600,house,Selangor,Shah Alam,Apartment,3,2.0,2.0,870,1,6.0
18409,Icon Residenz @ Icon City,2900,house,Selangor,Petaling Jaya,Service Residence,3,2.0,3.0,1393,2,8.0
18410,Unipark Condominium,1100,house,Selangor,Kajang,Condominium,3,1.0,2.0,1088,0,6.0
18411,Maple Residences,1700,house,Selangor,Klang,Service Residence,3,2.0,2.0,883,2,11.0
18412,Tropicana Aman 1 â Tropicana Urban Homes,1300,house,Selangor,Kuala Langat,Condominium,3,,2.0,870,0,9.0
18413,Riana Green,1300,room,Selangor,Petaling Jaya,Condominium,1,1.0,1.0,540,2,14.0
18414,Li Villas,3800,house,Selangor,Petaling Jaya,Condominium,3,1.0,2.0,1645,2,12.0
18415,Sri Cempaka Apartment,1400,house,Selangor,Kajang,Apartment,3,1.0,2.0,987,2,5.0
18416,Edusphere,1150,room,Selangor,Cyberjaya,Apartment,1,,1.0,452,2,1.0
18417,Anggerik Villa 2 Apartment,800,house,Selangor,Semenyih,Apartment,3,1.0,2.0,1033,0,
18418,Solstice @ Pan'gaea,1100,room,Selangor,Cyberjaya,Condominium,1,1.0,1.0,450,2,14.0
18419,Sri Teratai Apartment,1200,house,Selangor,Puchong,Apartment,3,1.0,2.0,900,2,7.0
18420,Landmark Residence,1800,house,Selangor,Kajang,Service Residence,3,2.0,2.0,1162,2,11.0
18421,,1300,house,Selangor,Petaling Jaya,Condominium,3,1.0,2.0,850,0,6.0
18422,Park 51 Boulevard,700,room,Selangor,Petaling Jaya,Studio,1,,1.0,438,0,4.0
18423,Residensi Laguna (Belvedere Service Apt),2000,house,Selangor,Bandar Sunway,Service Residence,3,1.0,2.0,949,2,5.0
18424,Taman Sri Manja,1000,house,Selangor,Petaling Jaya,Apartment,3,,2.0,850,1,1.0
18425,Taman Asa Jaya,400,house,Selangor,Kajang,Apartment,2,,1.0,484,0,
18426,Sfera Residency,1800,house,Selangor,Seri Kembangan,Condominium,3,2.0,2.0,978,2,10.0
18427,Horizon Suites,1500,house,Selangor,Dengkil,Service Residence,2,1.0,2.0,478,2,7.0
18428,Vista Pinggiran,900,house,Selangor,Seri Kembangan,Apartment,3,1.0,2.0,900,1,7.0
18429,Apartment Lestari (Damansara Damai),700,house,Selangor,Damansara Damai,Apartment,3,,2.0,650,1,3.0
18430,Lakefront Homes @ Cyberjaya,1600,house,Selangor,Cyberjaya,Condominium,3,2.0,2.0,1010,1,7.0
18431,Green Park,1400,house,Selangor,Seri Kembangan,Condominium,3,2.0,2.0,854,1,
18432,Liberty Arc @ Ampang Ukay,1499,room,Selangor,Ampang,Condominium,1,1.0,1.0,470,2,10.0
18433,Vistaria,1500,house,Selangor,Puchong,Apartment,3,1.0,1.0,900,2,4.0
18434,Hill10 Residence @ i-City,2250,house,Selangor,Shah Alam,Service Residence,2,1.0,1.0,484,2,10.0
18435,Edusphere,1050,room,Selangor,Cyberjaya,Service Residence,1,1.0,1.0,450,2,9.0
18436,Latan Biru,1000,house,Selangor,Petaling Jaya,Apartment,3,1.0,2.0,850,1,5.0
18437,Pelangi Heights,1200,house,Selangor,Klang,Condominium,3,2.0,2.0,1126,1,8.0
18438,Symphony Tower,850,house,Selangor,Balakong,Service Residence,3,2.0,2.0,1114,1,8.0
18439,Ayuman Suites,1399,house,Selangor,Gombak,Service Residence,3,2.0,2.0,557,2,9.0
18440,Metia Residence,1600,house,Selangor,Shah Alam,Condominium,3,2.0,2.0,1017,1,
18441,Seri Intan Apartments @ Setia Alam,1100,house,Selangor,Setia Alam,Apartment,3,2.0,2.0,830,0,11.0
18442,Seri Baiduri (Setia Alam),1500,house,Selangor,Setia Alam,Apartment,3,2.0,2.0,900,2,6.0
18443,Lagoon Perdana,950,house,Selangor,Petaling Jaya,Apartment,3,,2.0,825,0,8.0
18444,Mutiara Ville @ Cyberjaya,1800,house,Selangor,Cyberjaya,Condominium,3,2.0,2.0,1070,2,7.0
18445,Kelana Putera,1900,house,Selangor,Petaling Jaya,Condominium,3,1.0,2.0,1150,2,10.0
18446,Serdang Skyvillas,850,room,Selangor,Seri Kembangan,Apartment,1,,2.0,685,1,8.0
18447,Menara Geno,1200,room,Selangor,Subang Jaya,Apartment,1,1.0,1.0,500,2,8.0
18448,Eclipse Residence @ Pan'gaea,1780,house,Selangor,Cyberjaya,Service Residence,2,2.0,2.0,6400,2,
18449,Setia City Residences,2800,house,Selangor,Setia Alam,Service Residence,2,,2.0,985,2,13.0
18450,Amani Residences,850,house,Selangor,389,Service Residence,2,1.0,1.0,670,2,8.0
18451,Horizon Suites,1300,house,Selangor,Dengkil,Service Residence,2,1.0,1.0,478,2,13.0
18452,Platinum Residence Dengkil  selangor,800,house,Selangor,Dengkil,Apartment,3,1.0,2.0,950,1,6.0
18453,Pangsapuri Seri Pinang (Seri Kembangan),1200,house,Selangor,Seri Kembangan,Apartment,3,1.0,2.0,908,2,5.0
18454,D'Camellia @ Setia Ecohill,1288,house,Selangor,Kajang,Condominium,3,,2.0,880,2,4.0
18455,Puncak Seri Kelana Kondominium,2100,house,Selangor,Subang Jaya,Condominium,3,1.0,2.0,1100,2,8.0
18456,Nuri Apartment,700,house,Selangor,Kajang,Apartment,3,,2.0,650,1,3.0
18457,Tamarind Suites @ Cyberjaya,1400,room,Selangor,Cyberjaya,Duplex,1,1.0,1.0,669,2,9.0
18458,1 Harmonis,1800,house,Selangor,Gombak,Condominium,3,1.0,2.0,1338,1,11.0
18459,Tropicana Aman 1 â Tropicana Urban Homes,1400,house,Selangor,Kuala Langat,Apartment,3,2.0,2.0,870,1,11.0
18460,Trefoil,950,room,Selangor,Setia Alam,Service Residence,1,,1.0,486,1,14.0
18461,LakeFront Residence,1799,house,Selangor,Cyberjaya,Condominium,3,2.0,2.0,950,2,12.0
18462,Sri Camellia (Sepakat Indah),1000,house,Selangor,Kajang,Apartment,3,1.0,2.0,875,0,3.0
18463,Masreca n19eteen (Masreca-19),1300,house,Selangor,Cyberjaya,Apartment,3,,2.0,850,1,4.0
18464,Emira Residence @ Shah Alam,2400,house,Selangor,Shah Alam,Service Residence,3,,2.0,1238,1,
18465,"Orchis Apartment, Bandar Parklands",1000,house,Selangor,Klang,Apartment,3,,2.0,850,0,
18466,The Domain @ NeoCyber,1150,house,Selangor,Cyberjaya,Service Residence,2,1.0,2.0,800,2,4.0
18467,Silk Sky,1100,room,Selangor,Balakong,Service Residence,1,1.0,1.0,500,2,10.0
18468,Centrus SoHo 1 @ Cyberjaya,1200,room,Selangor,Cyberjaya,Studio,1,1.0,1.0,450,2,14.0
18469,Lakefront Homes @ Cyberjaya,878,house,Selangor,Cyberjaya,Condominium,3,2.0,2.0,1015,1,11.0
18470,Lakefront Homes @ Cyberjaya,879,house,Selangor,Cyberjaya,Condominium,3,2.0,2.0,1015,1,11.0
18471,Residensi Adelia,1100,house,Selangor,Kajang,Condominium,3,,3.0,1040,1,10.0
18472,Suria Jelutong,1200,room,Selangor,Shah Alam,Service Residence,1,1.0,1.0,450,2,8.0
18473,Maisson Ara Damansara,1700,house,Selangor,Ara Damansara,Service Residence,2,1.0,2.0,850,1,9.0
18474,Indah Condominium,1000,house,Selangor,Petaling Jaya,Condominium,3,1.0,2.0,850,0,
18475,Radius Residence,1200,house,Selangor,Batu Caves,Condominium,3,1.0,2.0,916,2,7.0
18476,Rumah Pangsa Sri Muhibbah,500,house,Selangor,Kajang,Flat,3,,1.0,570,0,
18477,Metia Residence,2000,house,Selangor,Shah Alam,Condominium,3,2.0,2.0,1365,2,
18478,Taman Bukit Mewah (Kajang),550,house,Selangor,Kajang,Flat,3,,2.0,667,0,
18479,Sfera Residency,1800,house,Selangor,Seri Kembangan,Condominium,3,2.0,2.0,978,2,10.0
18480,Pangsapuri Damai Mewah A,550,house,Selangor,Kajang,Apartment,3,,1.0,657,0,3.0
18481,Residensi Zamrud,950,house,Selangor,Kajang,Condominium,3,2.0,2.0,1023,1,10.0
18482,Solstice @ Pan'gaea,1200,room,Selangor,Cyberjaya,Condominium,1,1.0,1.0,450,2,11.0
18483,3 Elements,900,room,Selangor,Seri Kembangan,Condominium,1,1.0,1.0,531,1,6.0
18484,Suria Apartment (Kota Damansara),1499,house,Selangor,Kota Damansara,Apartment,3,1.0,2.0,900,2,5.0
18485,O2 Residence @ Puchong South,1800,house,Selangor,Seri Kembangan,Condominium,3,2.0,2.0,1900,2,13.0
18486,Desa Mentari,850,house,Selangor,Petaling Jaya,Apartment,3,,1.0,780,1,3.0
18487,Paragon @ Pan'gaea,900,room,Selangor,Cyberjaya,Studio,1,2.0,1.0,744,1,11.0
18488,,1600,house,Selangor,Shah Alam,Condominium,2,2.0,2.0,900,1,7.0
18489,,1600,house,Selangor,Shah Alam,Condominium,2,2.0,2.0,900,2,
18490,,2600,house,Selangor,Kapar,Service Residence,4,3.0,3.0,1317,2,9.0
18491,Pangsapuri Sri Kemuning,900,house,Selangor,Shah Alam,Apartment,3,1.0,2.0,750,0,
18492,Verdi Eco-dominiums @ Symphony Hills,3300,house,Selangor,Cyberjaya,Condominium,4,2.0,3.0,1434,1,12.0
18493,Emerald Residence @ Mahkota Cheras,1200,house,Selangor,Cheras,Condominium,3,2.0,2.0,1119,1,11.0
18494,Trio Permai,850,room,Selangor,Seri Kembangan,Studio,1,1.0,1.0,450,1,8.0
18495,Symphony Tower,1300,house,Selangor,Balakong,Service Residence,3,2.0,2.0,951,1,11.0
18496,,1000,house,Selangor,Ara Damansara,Apartment,3,,2.0,650,2,2.0
18497,Zeva @ Equine South,1300,house,Selangor,Seri Kembangan,Condominium,2,2.0,2.0,881,1,12.0
18498,Bayu Apartment Dengkil,850,house,Selangor,Dengkil,Apartment,3,1.0,2.0,800,0,4.0
18499,Geo@Bukit Rimau,1600,house,Selangor,Shah Alam,Service Residence,2,,2.0,656,0,14.0
18500,H2O Residences,2000,room,Selangor,Ara Damansara,Service Residence,1,,1.0,450,2,12.0
18501,Flora Damansara Flat,1000,house,Selangor,Damansara Perdana,Apartment,3,1.0,2.0,850,2,8.0
18502,Kristal Villa,750,house,Selangor,Kajang,Condominium,3,1.0,2.0,1008,0,4.0
18503,,1200,room,Selangor,Cyberjaya,Apartment,1,1.0,1.0,550,2,14.0
18504,Tiara Imperio @ Bangi,1000,house,Selangor,Kajang,Service Residence,2,2.0,1.0,638,1,1.0
18505,Desa Mas (Rawang),900,house,Selangor,Rawang,Apartment,3,,2.0,850,1,
18506,Ritze Perdana 2,1550,house,Selangor,Damansara Perdana,Condominium,3,1.0,2.0,860,2,6.0
18507,Empire City,950,room,Selangor,Damansara Perdana,Condominium,1,1.0,1.0,460,2,
18508,Ria Prima,900,house,Selangor,Kajang,Apartment,3,1.0,2.0,850,1,
18509,Sri Ixora Apartment,1000,house,Selangor,Kajang,Apartment,3,1.0,2.0,1028,2,7.0
18510,Trefoil,1300,room,Selangor,Setia Alam,Service Residence,1,,1.0,486,2,
18511,Pangsapuri Setia Impian @ Kajang,1000,house,Selangor,Seri Kembangan,Apartment,3,,2.0,1305,1,
18512,Canopy Hills,800,house,Selangor,Kajang,Condominium,2,1.0,1.0,587,0,7.0
18513,GM Residence Remia,2400,house,Selangor,Klang,Service Residence,3,,2.0,815,2,9.0
18514,Canopy Hills,1350,house,Selangor,Kajang,Condominium,2,1.0,1.0,665,1,14.0
18515,Tamarind Suites @ Cyberjaya,950,room,Selangor,Cyberjaya,Studio,1,1.0,1.0,450,2,14.0
18516,Villa Duta,1200,house,Selangor,Ampang,Condominium,3,2.0,2.0,1250,0,10.0
18517,D'Sara Sentral Serviced Residence,1300,room,Selangor,Sungai Buloh,Service Residence,1,1.0,1.0,450,2,5.0
18518,Alami Residensi,2000,house,Selangor,Shah Alam,Condominium,3,2.0,2.0,1080,1,3.0
18519,Aster Residence Cheras,1900,house,Selangor,360,Condominium,2,1.0,2.0,650,2,14.0
18520,Menara Suria (V12),1100,house,Selangor,Subang Jaya,Condominium,2,1.0,2.0,650,1,
18521,GM Residence Remia,2500,house,Selangor,Klang,Service Residence,3,2.0,2.0,815,2,1.0
18522,Ken Rimba Condominium 1,1800,house,Selangor,Shah Alam,Condominium,3,2.0,2.0,1119,2,
18523,Ken Rimba Condominium 1,2000,house,Selangor,Shah Alam,Condominium,3,2.0,2.0,1119,1,
18524,Verdi Eco-dominiums @ Symphony Hills,1600,room,Selangor,Cyberjaya,Condominium,1,1.0,1.0,700,2,12.0
18525,Pangsapuri Baiduri (Bandar Tasik Kesuma),400,house,Selangor,Beranang,Apartment,3,,2.0,1000,0,2.0
18526,Koi Kinrara,1600,house,Selangor,Puchong,Condominium,3,2.0,2.0,1172,2,14.0
18527,,1300,house,Selangor,Bangi,Service Residence,3,,2.0,969,1,2.0
18528,Pangsapuri Putra Impian (Bangi),1300,house,Selangor,Bangi,Apartment,3,2.0,2.0,950,2,6.0
18529,Pangsapuri Sri Meranti,800,house,Selangor,Bandar Sri Damansara,Apartment,3,,1.0,650,0,5.0
18530,D'casa Condominium,1050,house,Selangor,Ampang,Condominium,3,1.0,2.0,950,0,6.0
18531,Vista Bangi,1200,room,Selangor,Bandar Sungai Long,Condominium,1,1.0,1.0,500,2,9.0
18532,Vista Alam Serviced Apartment,1400,room,Selangor,Shah Alam,Service Residence,1,1.0,1.0,900,2,12.0
18533,Metia Residence,1600,house,Selangor,Shah Alam,Service Residence,2,2.0,2.0,809,2,8.0
18534,Bayu Puteri,1099,house,Selangor,Petaling Jaya,Apartment,3,1.0,2.0,845,1,7.0
18535,Vista Impiana,850,room,Selangor,Seri Kembangan,Condominium,1,1.0,1.0,436,2,7.0
18536,Lakefront Homes @ Cyberjaya,880,house,Selangor,Cyberjaya,Condominium,3,2.0,2.0,1015,1,11.0
18537,Banjaria Court,1400,house,Selangor,Batu Caves,Condominium,3,1.0,2.0,991,0,8.0
18538,Daisy apartment,950,house,Selangor,Shah Alam,Apartment,3,1.0,2.0,850,0,2.0
18539,Subang Jaya City Centre (SJCC) : Lot 15,2800,house,Selangor,Subang Jaya,Service Residence,2,,1.0,624,2,14.0
18540,Lakefront Homes @ Cyberjaya,880,house,Selangor,Cyberjaya,Condominium,3,2.0,2.0,1015,1,11.0
18541,Las Palmas (Palas) (Rawang),550,house,Selangor,Rawang,Apartment,3,,2.0,678,0,1.0
18542,Vista Prima,1300,house,Selangor,Puchong,Condominium,3,,2.0,900,2,6.0
18543,Lakefront Homes @ Cyberjaya,2000,house,Selangor,Cyberjaya,Condominium,3,3.0,2.0,1010,2,8.0
18544,Menara Suria (V12),1199,house,Selangor,Subang Jaya,Condominium,2,1.0,1.0,527,1,7.0
18545,Ivory Residence,1300,house,Selangor,Kajang,Condominium,3,2.0,2.0,1288,1,9.0
18546,Puri Aiyu,1300,house,Selangor,Shah Alam,Condominium,3,1.0,2.0,1008,0,7.0
18547,Hill10 Residence @ i-City,2480,house,Selangor,Shah Alam,Service Residence,2,,1.0,484,2,10.0
18548,Tiara Imperio @ Bangi,1700,house,Selangor,Kajang,Service Residence,2,2.0,1.0,628,2,
18549,Emira Residence @ Shah Alam,1900,house,Selangor,Shah Alam,Condominium,2,2.0,2.0,883,1,
18550,Impian Heights,1300,house,Selangor,Puchong,Condominium,3,1.0,2.0,1000,1,10.0
18551,Seri Baiduri (Setia Alam),1800,house,Selangor,Setia Alam,Apartment,3,,2.0,900,2,
18552,Landmark Residence,1250,room,Selangor,Kajang,Service Residence,1,1.0,1.0,518,2,11.0
18553,Alami Residensi,2000,house,Selangor,Shah Alam,Condominium,3,2.0,2.0,1080,1,3.0
18554,Sunway Serene,2800,house,Selangor,Petaling Jaya,Service Residence,2,2.0,2.0,900,1,8.0
18555,Lestari Perdana Apartment,630,house,Selangor,Seri Kembangan,Apartment,3,1.0,2.0,700,0,3.0
18556,Trefoil,1250,room,Selangor,Setia Alam,Service Residence,1,1.0,1.0,486,2,13.0
18557,Symphony Tower,1600,house,Selangor,Balakong,Service Residence,3,2.0,2.0,1114,2,10.0
18558,Rhythm Avenue USJ19,1050,house,Selangor,Subang Jaya,Apartment,2,,1.0,900,0,10.0
18559,Empire City Halo Sunday,950,room,Selangor,Petaling Jaya,Studio,1,,1.0,460,2,3.0
18560,Desa Impiana,1500,house,Selangor,Puchong,Apartment,3,1.0,2.0,1068,2,8.0
18561,Flat Puchong Permai,850,house,Selangor,Puchong,Flat,3,,2.0,650,1,4.0
18562,Harmoni Apartment,750,house,Selangor,Damansara Damai,Apartment,3,,1.0,670,1,1.0
18563,Sri Damansara Court,800,house,Selangor,Bandar Sri Damansara,Condominium,3,,2.0,850,0,3.0
18564,The Armanna @ Kemuning Prima,1700,house,Selangor,Shah Alam,Condominium,3,2.0,2.0,1023,1,8.0
18565,Pangsapuri Akasia Berjaya Park,950,house,Selangor,Shah Alam,Apartment,3,,2.0,835,1,2.0
18566,,1800,house,Selangor,Shah Alam,Service Residence,3,2.0,2.0,875,1,14.0
18567,,2700,house,Selangor,Shah Alam,Service Residence,4,2.0,3.0,1035,2,5.0
18568,Gravit8,1500,house,Selangor,Port Klang,Service Residence,2,2.0,1.0,637,2,7.0
18569,Residensi Bistaria,1250,house,Selangor,Ampang,Condominium,3,1.0,2.0,850,1,6.0
18570,Surian Tropika,1250,house,Selangor,Bandar Sungai Long,Apartment,3,2.0,2.0,1000,2,
18571,Seri Kasturi (Setia Alam),1500,house,Selangor,Setia Alam,Apartment,3,,2.0,950,1,7.0
