appid,name,release_date,english,developer,publisher,platforms_windows,platform_mac,platform_linux,required_age,categories,genres,achievements,positive_ratings,negative_ratings,average_playtime,owners,price
878020,It's You: A Breakup Story,8/1/2018,1,Brwarner Studios,Brwarner Studios,1,1,1,universal,Single-player,Indie,0,26,4,0,0-20000,3.99
858320,Itsy Blitzy,9/19/2018,1,Minty Soul Games,Minty Soul Games,1,0,0,universal,Single-player,Action,0,2,0,0,0-20000,7.19
753610,J.A.W.S,3/8/2018,1,"Corn Fed Games, LLC.","Corn Fed Games, LLC.",1,0,0,universal,Single-player,Violent,0,61,63,14,20000-50000,0
841010,Jack and Sara: Educational game,5/2/2018,1,Reew Games,Reew Games,1,0,0,universal,Single-player,Adventure,10,13,0,0,0-20000,1.69
718120,Jack B. Nimble,7/24/2018,1,Noonan.Design,Noonan.Design,1,1,0,universal,Single-player,Action,12,16,0,0,0-20000,1.99
921500,Jack Is Missing,8/28/2018,1,Kevin Yang Games,Kevin Yang Games,1,1,1,universal,Single-player,Action,0,27,23,0,0-20000,0
873560,Jack N' Jill DX,9/28/2018,1,Rohan Narang,Ratalaika Games S.L.,1,0,0,universal,Single-player,Action,11,5,0,0,0-20000,3.99
852160,Jack the Barbarian,5/21/2018,1,Cloaz Studio,Cloaz Studio,1,0,0,universal,Single-player,Adventure,0,21,8,0,0-20000,2
864600,Jade's Dungeon Descent,7/6/2018,1,Loft Sky Entertainment Inc.,Loft Sky Entertainment Inc.,1,0,0,universal,Single-player,Adventure,0,4,2,0,0-20000,1.69
463170,Jagged Alliance: Rage!,12/6/2018,1,Cliffhanger Productions,HandyGames,1,0,0,universal,Single-player,Adventure,34,103,110,0,0-20000,17.99
778420,JAILBREAK,1/18/2018,1,IndieLip,IndieLip,1,0,0,universal,Single-player,Adventure,0,17,29,1,50000-100000,2.89
879220,Jailbreak Craft,6/20/2018,1,Starodymov,Riviysky,1,1,0,universal,Single-player,Casual,0,16,15,0,0-20000,0.79
869420,Jailbreak Lockdown,12/21/2018,1,Hi I'm Alec Games,Hi I'm Alec Games,1,0,0,universal,Online Multi-Player,Action,0,2,0,0,0-20000,3.99
879210,Jailbreak Russia,6/20/2018,1,Starodymov,Riviysky,1,1,0,universal,Single-player,Casual,0,4,10,0,0-20000,0.79
940240,Jake and the Giant,12/24/2018,1,MoonShine Games,MoonShine Games,1,0,0,universal,Local Multi-Player,Action,0,1,0,0,0-20000,11.39
446020,Jalopy - The Road Trip Driving Indie Car Game (公路旅行驾驶游戏),3/28/2018,1,Minskworks,Excalibur Games,1,0,0,universal,Single-player,Adventure,23,3723,1172,283,100000-200000,10.99
947490,Jam Studio VR - Education & Health Care Edition,10/23/2018,1,"Beamz Interactive, Inc.","Beamz Interactive, Inc.",1,0,0,universal,Single-player,Casual,0,3,0,0,0-20000,19.49
777860,Jambo,1/24/2018,1,Polina Medyanik,Polina Medyanik,1,0,0,universal,Single-player,Casual,0,0,1,0,0-20000,0.79
658880,Jammerball,3/5/2018,1,DKWorld Entertainment,DKWorld Entertainment,1,0,0,universal,Single-player,Casual,0,0,1,0,0-20000,2.09
857840,Jamping,5/31/2018,1,One Dollar Games,Firehawk Studios,1,0,0,universal,Single-player,Action,0,16,14,0,0-20000,0.79
921850,Jar Sam,10/4/2018,1,Dead Peach,Dead Peach,1,0,0,universal,Single-player,Indie,12,5,0,0,0-20000,0.79
937320,Jay Walker,9/19/2018,1,Cory Long,Goose,1,0,0,universal,Single-player,Casual,0,1,1,0,0-20000,1.69
771860,Jelly Escape,4/19/2018,1,WeRock,RevolutionGT,1,0,0,universal,Single-player,Action,70,3,0,0,0-20000,2.09
893040,Jelly Wants More,8/3/2018,1,Joystick Knights,Joystick Knights,1,1,0,universal,Single-player,Indie,17,12,20,0,0-20000,4.79
886780,Jelly Wrestle,7/28/2018,1,Fury Games Production,Fury Games Production,1,0,0,universal,Single-player,Action,5,1,1,0,0-20000,2.09
937980,Jellyfish Season,9/27/2018,1,Kombinat,Kombinat,1,0,0,universal,Single-player,Casual,1,37,17,0,20000-50000,0
922510,Jellyfish the Ghost,9/5/2018,1,Randell Lynch,meokigame,1,0,0,universal,Single-player,Action,0,7,0,0,0-20000,0.79
782700,Jerry and the mystery loot box,1/31/2018,1,Desdres,Casioqum,1,0,0,universal,Single-player,Adventure,0,0,3,0,0-20000,0.79
800840,Jesters Poker,3/5/2018,1,Jester,Jester,1,1,0,universal,Single-player,Adventure,0,0,2,0,0-20000,4.79
587220,Jet Island,9/21/2018,1,Master Indie,Master Indie,1,0,0,universal,Single-player,Action,0,431,13,0,0-20000,14.99
385270,Jet Racing Extreme: The First Encounter,5/17/2018,1,Real Dynamics,Real Dynamics,1,1,1,universal,Single-player,Action,12,843,378,383,200000-500000,2.79
880370,Jetpack Dog,6/21/2018,1,CSM,W.T.B.,1,0,0,universal,Single-player,Casual,10,11,1,0,0-20000,0.79
830820,Jets'n'Guns 2,12/11/2018,1,Rake in Grass,Rake in Grass,1,0,0,universal,Single-player,Action,14,254,9,0,0-20000,9.29
872700,Jet-Story 2018,7/3/2018,1,Miroslav Fídler,CYBEXLAB,1,0,0,universal,Single-player,Action,0,23,1,0,0-20000,0
886070,Jewel Match Solitaire,7/26/2018,1,Suricate Software,Grey Alien Games,1,0,0,universal,Single-player,Casual,24,22,4,0,0-20000,7.19
993780,Jewel Match Solitaire Winterscapes,12/21/2018,1,Suricate Software,Grey Alien Games,1,0,0,universal,Single-player,Casual,24,13,2,0,0-20000,7.19
918670,Jewel Match Twilight Solitaire,9/13/2018,1,Suricate Software,Grey Alien Games,1,0,0,universal,Single-player,Casual,24,17,1,0,0-20000,7.19
938630,Jewel Tree,10/3/2018,1,Joyful Software Games,Dikobraz Games,1,0,0,universal,Single-player,Casual,0,1,0,0,0-20000,5.79
936820,J-Girl,10/4/2018,1,Chair Game Studio,Chair Game Studio,1,0,0,universal,Single-player,Action,10,23,5,0,0-20000,2.89
836610,Jigsaw 360,12/7/2018,1,Brett Jackson (Jumbli),Head Start Design,1,0,0,universal,Single-player,Casual,0,13,0,0,0-20000,1.69
706560,Jimmy and the Pulsating Mass,8/7/2018,1,Kasey Ozymy,Kasey Ozymy,1,1,0,universal,Single-player,Indie,0,136,9,0,0-20000,10.99
763810,Jingle,12/11/2018,1,Speed Potion,Speed Potion,1,0,0,universal,Single-player,Action,0,7,2,0,0-20000,3.99
731690,Jingo,4/6/2018,1,U24 Solutions,U24 Solutions,1,0,0,universal,Single-player,Action,0,1,1,0,0-20000,7.19
754460,Jisei,9/14/2018,1,sakevisual,sakevisual,1,1,1,universal,Single-player,Adventure,2,2,0,0,0-20000,4.79
895140,JJBoom,9/12/2018,1,Meggic,Meggic,1,1,0,universal,Single-player,Action,0,150,13,0,0-20000,3.99
993290,JOBU-KI,12/19/2018,1,Mario Quesada,BREAKINGcode,1,0,0,universal,Single-player,Casual,0,0,1,0,0-20000,2.09
956280,Joe's Wrath,10/29/2018,1,Dandy Dino Studio,Dandy Dino Studio,1,1,0,universal,Single-player,Action,0,2,1,0,0-20000,2.09
747620,Joggernauts,10/11/2018,1,Space Mace,Graffiti Games,1,1,0,universal,Single-player,Action,28,20,1,0,0-20000,11.39
915380,John Black: Memories,8/22/2018,1,Emakestudio,Emakestudio,1,0,0,universal,Single-player,Action,0,1,1,0,0-20000,0.79
959170,John:Condemned,10/31/2018,1,Blue Commands,Blue Commands,1,0,0,universal,Single-player,Indie,0,6,3,0,0-20000,0
824620,Jolly Battle,7/27/2018,1,JollyCo,JollyCo,1,1,1,universal,Single-player,Casual,49,20,3,0,0-20000,0.79
883190,Jorji and Impossible Forest,7/11/2018,1,Uberbax Gaming,Uberbax Gaming,1,0,0,universal,Single-player,Action,7,8,0,0,0-20000,1.69
794490,Journey Of Life,5/2/2018,1,Hyperion Studio Limited,Hyperion Studio Limited,1,0,0,universal,Single-player,Action,0,48,18,0,0-20000,11.39
792350,Joy Climb,3/2/2018,1,SpeedLittleFox,ClickGames,1,1,1,universal,Single-player,Action,5,33,2,0,0-20000,0.79
917800,JOYDOOR,8/25/2018,1,SoloProduction,SoloProduction,1,0,0,universal,Single-player,Adventure,0,0,1,0,0-20000,2.09
843120,Joyo Kanji Quiz,4/25/2018,1,Wholetone Games,Wholetone Games,1,0,0,universal,Single-player,Casual,16,8,0,0,0-20000,2.99
918070,JQ: Beautiful Japan,8/23/2018,1,Snkl Studio,Snkl Studio,1,0,0,universal,Single-player,Casual,92,15,3,0,0-20000,0.79
826010,JQ: chemistry,4/9/2018,1,Snkl Studio,Snkl Studio,1,0,0,universal,Single-player,Casual,510,37,13,0,0-20000,0.79
796360,JQ: countries,2/15/2018,1,Snkl Studio,Snkl Studio,1,0,0,universal,Single-player,Casual,45,37,20,0,0-20000,0.79
816250,JQ: dogs & cats,3/20/2018,1,Snkl Studio,Snkl Studio,1,0,0,universal,Single-player,Casual,215,32,7,0,0-20000,0.79
880860,Juan v Juan,8/2/2018,1,Two Taters,Two Taters,1,0,0,universal,Online Multi-Player,Action,0,17,2,0,0-20000,3.99
882370,JuBOX,7/27/2018,1,Firehawk Studios,Firehawk Studios,1,0,0,universal,Single-player,Adventure,0,7,7,0,0-20000,0.79
906340,Jubox 2,8/15/2018,1,Hard Rock Studios,Firehawk Studios,1,0,0,universal,Single-player,Adventure,0,8,2,0,0-20000,0.79
690250,Judge Dredd 95,5/22/2018,1,Probe Software,Throwback Entertainment,1,0,1,universal,Single-player,Action,0,3,3,0,0-20000,4.79
384880,Judged: A Court Simulator,11/15/2018,1,Can of Soda Games,Can of Soda Games,1,0,0,universal,Single-player,Casual,0,1,3,0,0-20000,5.19
455980,Judgment: Apocalypse Survival Simulation,5/3/2018,1,Suncrash,Suncrash,1,0,0,universal,Single-player,Indie,57,914,182,1325,50000-100000,15.49
974070,Juggly,12/26/2018,1,ZeroHQ,ZeroHQ,1,0,0,universal,Single-player,Casual,36,1,0,0,0-20000,1.99
732370,Juicy Realm,5/3/2018,1,SpaceCan,X.D. Network Inc.,1,1,0,universal,Single-player,Action,20,494,154,0,50000-100000,7.19
665780,Juke,5/9/2018,1,Jello Godfri,Jello Godfri,1,1,0,universal,Single-player,Indie,47,1,0,0,0-20000,1.55
898260,Juliantli,8/30/2018,1,stardust.ch,stardust.ch,1,1,0,universal,Single-player,Casual,9,10,0,0,0-20000,0.79
970810,Julie's Sweets,11/23/2018,1,ZeroBit Games,Ocean Media LLC,1,0,0,universal,Single-player,Casual,21,4,0,0,0-20000,7.19
932270,July the Lost Child,10/1/2018,1,sgct,sgct,1,0,0,universal,Single-player,Indie,0,5,0,0,0-20000,2.09
994400,Jump & Shoot,12/21/2018,1,Dexion Games,Dexion Games,1,0,0,universal,Single-player,Casual,0,1,0,0,20000-50000,0.79
898680,JUMP AND RUN - DON'T FALL,9/18/2018,1,DreamWorldGames,DreamWorldGames,1,0,0,universal,Single-player,Casual,0,2,1,0,0-20000,0.79
968200,Jump Jumpz,12/5/2018,1,Gronzragüer Games,Gronzragüer Games,1,1,0,universal,Single-player,Casual,0,7,7,0,0-20000,0
774921,JUMP STOP,1/12/2018,1,Dexion Games,Dexion Games,1,0,0,universal,Single-player,Casual,0,8,6,0,0-20000,0.79
783980,Jump to the circle,2/10/2018,1,Dexion Games,Dexion Games,1,0,0,universal,Single-player,Casual,0,3,12,0,0-20000,0.79
951160,JUMP UP,12/21/2018,1,Tornado Games,Tornado Games,1,0,0,universal,Single-player,Casual,82,0,2,0,0-20000,7.19
291250,Jumpdrive,1/18/2018,1,Meteoric Games,Meteoric Games,1,0,0,universal,Single-player,Action,0,71,85,0,0-20000,7.5
886020,Jumper Magic,7/3/2018,1,TheElvenTale Games,TheElvenTale Games,1,0,0,universal,Single-player,Casual,0,3,3,0,0-20000,0.79
976860,JumpingBoy,11/19/2018,1,milanaozdieva,milanaozdieva,1,0,0,universal,Single-player,Action,0,4,2,0,0-20000,0.79
973470,JumpJumpMania,11/13/2018,1,milanaozdieva,milanaozdieva,1,0,0,universal,Single-player,Action,0,1,1,0,0-20000,0.79
865240,Jumpo Joe,7/8/2018,1,Brzezinski,SIFAKA DIGITAL,1,1,0,universal,Single-player,Indie,1581,16,5,0,0-20000,0.79
870150,Jumponaut,6/16/2018,1,Juri Schupilo,Juri Schupilo,1,0,0,universal,Single-player,Action,10,0,1,0,0-20000,2.09
846780,JumpStream,9/19/2018,1,Digital Continue,Digital Continue,1,0,0,universal,Single-player,Action,0,6,2,0,0-20000,0
827890,Jungle Jorney,4/3/2018,1,Pavel Chernov,Freshtrax,1,1,0,universal,Single-player,Action,0,10,20,1,0-20000,0.79
844580,Jungle Juggle,5/28/2018,1,Seven Sails,Seven Sails,1,0,0,universal,Single-player,Action,12,0,1,0,0-20000,2.09
809760,JungleShoot,5/17/2018,1,EcoShooter,EcoShooter,1,0,0,universal,Single-player,Violent,0,2,3,0,0-20000,1.69
831520,Jurassic City Walk,4/25/2018,1,Real Fighting,Real Fighting,1,1,0,universal,Single-player,Action,16,2,11,0,0-20000,2.89
850960,Jurassic Safari Hunt,5/25/2018,1,Simulators Live,Simulators Live,1,1,0,universal,Single-player,Action,24,2,9,0,0-20000,5.79
648350,Jurassic World Evolution,6/11/2018,1,Frontier Developments,Frontier Developments,1,0,0,universal,Single-player,Simulation,62,9824,4060,1201,500000-1000000,34.99
891090,JUST a Game,10/23/2018,1,KIZILARSLAN,Levity Game,1,0,0,universal,Single-player,Action,0,4,2,0,0-20000,0.79
800520,Just a Jumping Square,3/5/2018,1,Alfa-Omega,Alfa-Omega,1,0,1,universal,Single-player,Action,66,4,2,0,0-20000,1.69
857420,Just Beat Em Up : World of Fury,8/30/2018,1,Zudenan Digital,Zudenan Digital,1,0,0,universal,Single-player,Action,33,14,1,0,0-20000,5.19
891350,JUST DASH,8/18/2018,1,VergeXGamer,VergeXGamer,1,0,0,universal,Single-player,Action,0,12,10,0,0-20000,2.09
805840,Just One Color,3/4/2018,1,Mask,Mask,1,0,0,universal,Single-player,Indie,3,4,1,0,0-20000,0.79
640210,Just One Line,9/12/2018,1,JOL Studios,JOL Studios,1,0,1,universal,Single-player,Adventure,29,64,17,0,0-20000,11.39
981710,Just Roll With It,12/13/2018,1,Team Spicy,Team Spicy,1,0,0,universal,Single-player,Action,0,1,0,0,0-20000,2.89
531510,Just Shapes & Beats,5/31/2018,1,Berzerk Studio,Berzerk Studio,1,1,1,universal,Single-player,Action,26,1980,63,144,50000-100000,15.49
740230,Just Ski - a physics game by Jeff Weber,2/7/2018,1,Jeff Weber,Jeff Weber,1,1,0,universal,Single-player,Action,10,47,12,0,0-20000,2.09
792030,"Just, Bearly",5/31/2018,1,Daniel J Roberts,Daniel J Roberts,1,0,0,universal,Single-player,Casual,9,258,18,0,20000-50000,0
636490,Ka Mate,1/9/2018,1,2645turquoise,2645interactive,1,0,0,universal,Single-player,Action,0,17,17,0,0-20000,3.99
975700,KóterGame,12/11/2018,1,Dzsembori,Dzsembori,1,0,0,universal,Single-player,Adventure,0,26,2,0,0-20000,0
431930,Kabounce,5/29/2018,1,Stitch Heads Entertainment,Stitch Heads Entertainment,1,0,0,universal,Single-player,Action,50,228,17,0,20000-50000,11.99
691650,Kaet Must Die!,4/5/2018,1,"Strength in Numbers Studios, Inc","Strength in Numbers Studios, Inc",1,0,0,universal,Single-player,Violent,0,10,2,0,0-20000,11.39
931620,Kai Entity,9/18/2018,1,Project_lelz,Project_lelz,1,0,0,universal,Single-player,Action,0,7,1,0,0-20000,0.99
796980,Kai Yuen's Overlapped Universe,10/31/2018,1,KUO-KAI YUEN,KUO-KAI YUEN,1,0,0,universal,Single-player,Action,9,1,1,0,0-20000,7.19
611710,Kaiju Big Battel: Fighto Fantasy,10/30/2018,1,Paul Harrington,Super Walrus Games,1,1,1,universal,Single-player,RPG,0,12,0,0,0-20000,6.99
850270,Kaleido Chaos,8/28/2018,1,Weiqiang Ou,Weiqiang Ou,1,0,0,universal,Single-player,Casual,0,0,3,0,0-20000,0.79
839890,Kama Bullet Heritage 2,4/18/2018,1,Narko Games,Narko Games,1,0,0,universal,Single-player,Violent,0,11,29,4,0-20000,5.19
929310,Kamasutra Connect : Sexy Hentai Girls,11/13/2018,1,Playtouch,Playtouch,1,0,0,universal,Single-player,Casual,18,11,5,0,0-20000,0.99
906190,Kamikaze Cube 2,8/1/2018,1,"Nikita ""Ghost_RUS""",Ghost_RUS Games,1,0,0,universal,Single-player,Adventure,5,1,13,0,20000-50000,0.79
776290,Kamikazo VR,1/12/2018,1,Refugio3D,Refugio3D,1,0,0,universal,Single-player,Action,0,2,7,0,0-20000,2.89
771340,Kansei,9/14/2018,1,sakevisual,sakevisual,1,1,1,universal,Single-player,Adventure,3,1,1,0,0-20000,6.19
979600,Kaori After Story,12/3/2018,1,PixelFade Inc,PixelFade Inc,1,1,0,universal,Single-player,Adventure,0,255,2,0,0-20000,7.19
850810,Kara's Darkness Chapter One,6/5/2018,1,Matthew Robert Carmack,Matthew Robert Carmack,1,0,0,universal,Single-player,Adventure,9,2,4,0,0-20000,1.69
749700,Karate Krab,2/16/2018,1,Liquid Sapling,Liquid Sapling,1,0,0,universal,Single-player,Action,26,10,0,0,0-20000,6.99
786590,Karloman and His Iced Muffins,12/31/2018,1,Hayo van Reek,Hayo van Reek,1,0,0,universal,Single-player,Indie,0,2,0,0,0-20000,2.09
406350,KartKraft™,11/1/2018,1,Black Delta,Black Delta,1,0,0,universal,Single-player,Indie,0,307,48,0,0-20000,15.99
756230,KARTOFELKA,1/10/2018,1,ObshaGaming,ObshaGaming,1,0,0,universal,Single-player,Violent,4999,6,7,0,0-20000,0.79
602480,Kartong - Death by Cardboard!,4/4/2018,1,Antler Interactive,Antler Interactive,1,0,0,universal,Single-player,Action,16,45,4,0,0-20000,10.99
848350,Katamari Damacy REROLL,12/6/2018,1,MONKEYCRAFT Co. Ltd.,BANDAI NAMCO Entertainment,1,0,0,universal,Single-player,Action,21,559,58,105,20000-50000,15.99
829560,Katie,5/7/2018,1,Lonely Frontier Studio,Lonely Frontier Studio,1,1,0,universal,Single-player,Indie,0,17,2,0,0-20000,2.09
567160,Katy and Bob: Safari Cafe,6/17/2018,1,Creobit,8Floor,1,0,0,universal,Single-player,Casual,12,36,6,0,20000-50000,3.99
823920,Kawaii Rainbow Portal,3/27/2018,1,CSM,W.T.B.,1,0,0,universal,Single-player,Casual,44,12,5,0,0-20000,0.79
707320,Keatz: The Lonely Bird,1/17/2018,1,Anamik Majumdar,Anamik Majumdar,1,0,0,universal,Single-player,Action,14,6,4,0,0-20000,1.99
745400,Kebab it Up!,1/4/2018,1,Bidoniera Games,Bidoniera Games,1,0,1,universal,Single-player,Action,13,24,6,0,0-20000,1.69
643200,Keep in Mind: Remastered,3/8/2018,1,Little Moth Games,Akupara Games,1,1,0,universal,Single-player,Adventure,0,48,14,0,0-20000,1.69
869580,Keep Running,6/13/2018,1,Kayo Carvalho,Harris Pipocas,1,0,0,universal,Single-player,Adventure,11,1,0,0,0-20000,0.85
552630,Keep Watching VR,5/2/2018,1,NinjaDuck Games,NinjaDuck Games,1,0,0,universal,Single-player,Action,0,8,3,0,0-20000,2.09
703120,Keeplanet,4/6/2018,1,BigGame,BigGame,1,0,0,universal,Single-player,Action,21,8,3,0,0-20000,0.79
704860,Keepsake,4/17/2018,1,Wicked Studios,Wicked Studios,1,1,0,universal,Single-player,Adventure,14,59,6,0,0-20000,0.79
915950,KeepShopkeeping,9/16/2018,1,Renan Miguelote Vianna,Renan Miguelote Vianna,1,0,0,universal,Single-player,RPG,26,51,9,0,0-20000,7.19
852630,Keiko Everlasting,6/11/2018,1,Matt Stanton,Matt Stanton,1,1,0,universal,Single-player,Casual,0,3,1,0,0-20000,3.99
843760,Kemonomichi-White Moment-,5/3/2018,1,MBF FILMs,SouthWorks,1,0,0,universal,Single-player,Violent,0,1,1,0,0-20000,7.19
766000,Kenshō,1/31/2018,1,FIFTYTWO,FIFTYTWO,1,1,1,universal,Single-player,Casual,10,25,3,0,0-20000,2.89
233860,Kenshi,12/6/2018,1,Lo-Fi Games,Lo-Fi Games,1,0,0,universal,Single-player,Action,0,9512,1171,1756,200000-500000,22.99
730780,Kentucky Dash,7/19/2018,1,Super Soul LLC,Super Soul LLC,1,1,1,universal,Single-player,Action,0,1,0,0,0-20000,3.99
747200,Keplerth,4/23/2018,1,TARO,TARO,1,0,0,universal,Single-player,Adventure,43,227,43,0,0-20000,10.29
914400,Key Of Impasse,9/5/2018,1,Vanl,Vanl,1,0,0,universal,Single-player,Casual,9,8,0,0,0-20000,5.19
831260,KeyBoard Guitar Master,4/11/2018,1,Headbang Studio,Headbang Studio,1,0,0,universal,Single-player,Casual,0,5,1,0,0-20000,1.69
747120,Keyboard Warrior,2/23/2018,1,Ömer Faruk Şimşek,Ömer Faruk Şimşek,1,0,0,universal,Single-player,Indie,4,1,1,0,0-20000,2.89
922550,keyg,12/13/2018,1,Axel Sonic,Axel Sonic,1,1,1,universal,Single-player,Casual,14,37,2,0,0-20000,3.99
965060,Keyhole Spy: Frozen Hotties,12/19/2018,1,Night Dreams Studio,Night Dreams Studio,1,1,0,universal,Single-player,Casual,30,9,8,0,0-20000,4.79
935500,Keyhole Spy: Hot Nurses,10/12/2018,1,Night Dreams Studio,Night Dreams Studio,1,1,0,universal,Single-player,Casual,22,7,7,0,0-20000,4.79
948730,Keyhole Spy: Lots of Girls,11/2/2018,1,Night Dreams Studio,Night Dreams Studio,1,1,0,universal,Single-player,Casual,26,6,3,0,0-20000,1.69
906000,Keyhole Spy: Student Girls,8/31/2018,1,Night Dreams Studio,Night Dreams Studio,1,1,0,universal,Single-player,Casual,16,18,11,0,0-20000,3.99
907440,Keyhole Spy: Teachers,8/31/2018,1,Night Dreams Studio,Night Dreams Studio,1,1,0,universal,Single-player,Casual,19,25,19,0,0-20000,3.99
783650,Keys,2/2/2018,1,Bloody Forehead Entertainment,Bloody Forehead Entertainment,1,0,0,universal,Single-player,Indie,0,1,0,0,0-20000,0.79
922220,Khospis,10/12/2018,1,Luiz Felipe Da Silva Marian,Mushroom Games,1,1,1,universal,Single-player,Action,0,5,2,0,0-20000,0.79
967440,Kick The Anime Simulator,11/6/2018,1,Lol,Lol,1,0,0,universal,Single-player,Casual,0,7,6,0,0-20000,1.69
977900,Kick The Puppet,12/7/2018,1,RewindApp,RewindApp,1,0,0,universal,Single-player,Action,0,1,4,0,0-20000,0.79
873280,Kick Them Out!!!,6/15/2018,1,Maximilian Ritters,Maximilian Ritters,1,0,0,universal,Single-player,Casual,11,2,0,0,0-20000,0.99
866040,kicker,6/13/2018,0,ZREALITY GmbH,Olympia Verlag GmbH,1,0,0,universal,Single-player,Casual,0,2,1,0,0-20000,0
783600,Kicking Kittens: Putin Saves The World,1/25/2018,1,Virtual Top,VT Publishing,1,0,0,universal,Single-player,Action,5000,28,19,0,0-20000,3.99
842500,Kickshot,5/4/2018,1,R.A.M. Studios LLC,R.A.M. Studios LLC,1,0,0,universal,Single-player,Gore,0,38,9,0,0-20000,0
890210,Kids Learn,7/31/2018,1,Yash Future Tech Solutions Pvt Ltd,Yash Future Tech Solutions Pvt Ltd,1,0,0,universal,Single-player,Casual,0,0,1,0,0-20000,5.79
861930,Kidz,7/26/2018,1,Battleham,Taiwan Public Television Service Foundation,1,1,0,universal,Single-player,Casual,16,184,24,0,20000-50000,0
870800,Kilcount,6/15/2018,1,Beatrice,Beatrice,1,0,0,universal,Single-player,Casual,6,17,0,0,0-20000,0
816870,Kill 'Em All,5/31/2018,1,AppRoarr Studios,AppRoarr Studios,1,0,0,universal,Single-player,Action,31,9,2,0,0-20000,2.09
817250,Kill Him! Online Wars,6/8/2018,1,DNZY Games,DNZY Games,1,0,0,universal,Single-player,Action,14,24,7,0,0-20000,2.89
917200,Kill the Dictator,11/6/2018,1,Afeel inc,Afeel inc,1,0,0,universal,Single-player,Indie,15,22,4,0,0-20000,3.99
890910,Kill The Monster,7/13/2018,1,Bon,Bon,1,0,0,universal,Single-player,Adventure,0,1,1,0,0-20000,0.79
758070,Kill the Superweapon,3/5/2018,1,Renegade Sector Games,Renegade Sector Games,1,1,0,universal,Single-player,Action,10,9,1,0,0-20000,5.79
831480,Killer Backflip 5,4/12/2018,1,vadimalexepta,vadimalexepta,1,0,0,universal,Single-player,Action,0,18,15,1,20000-50000,0.79
984030,Killer Clowns,12/4/2018,1,Ettinsoft,Ettinsoft,1,0,0,universal,Single-player,Action,35,1,0,0,0-20000,3.99
868520,killer7,11/15/2018,1,GRASSHOPPER MANUFACTURE INC.,"NIS America, Inc.",1,0,0,universal,Single-player,Action,0,432,12,0,0-20000,15.49
